Wall time,Step,Value
1509435960.216882,24,0.5625
1509435964.128081,56,0.6000000238418579
1509435964.494606,59,0.512499988079071
1509435978.645939,170,0.5125000476837158
1509435984.569757,215,0.550000011920929
1509436008.289702,402,0.550000011920929
1509436031.541596,588,0.550000011920929
1509436051.751376,745,0.6500000357627869
1509436069.166547,883,0.5625
1509436072.292926,904,0.6499999761581421
1509436085.448772,1008,0.5875000357627869
1509436095.514262,1090,0.625
1509436111.148586,1210,0.5625
1509436119.598124,1279,0.6499999761581421
1509436123.549451,1307,0.6250000596046448
1509436178.690881,1742,0.6000000238418579
1509436183.600312,1782,0.7000000476837158
1509436183.970564,1785,0.6625000238418579
1509436188.078012,1814,0.7000000476837158
1509436195.705857,1876,0.6875
1509436197.053123,1887,0.75
1509436215.02493,2025,0.6749999523162842
1509436225.971897,2111,0.6500000357627869
1509436248.621565,2291,0.6250000596046448
1509436251.638075,2312,0.675000011920929
1509436262.322633,2399,0.6500000357627869
1509436276.557105,2507,0.8125000596046448
1509436278.762775,2525,0.6875
1509436287.248028,2594,0.737500011920929
1509436306.08912,2739,0.574999988079071
1509436322.012871,2865,0.6875
1509436323.364816,2876,0.675000011920929
1509436343.422353,3032,0.637499988079071
1509436361.242999,3172,0.6625000238418579
1509436374.227002,3274,0.7000000476837158
1509436380.17779,3318,0.7000000476837158
1509436380.298946,3319,0.699999988079071
1509436385.811328,3364,0.737500011920929
1509436418.565258,3619,0.7374999523162842
1509436434.366137,3743,0.612500011920929
1509436434.493597,3744,0.7125000357627869
1509436435.470912,3752,0.7750000357627869
1509436437.449727,3768,0.6625000238418579
1509436447.704064,3847,0.8125000596046448
1509436466.836759,3999,0.6625000238418579
1509436469.909598,4020,0.75
1509436481.37994,4110,0.7124999761581421
1509436498.451073,4245,0.6875
1509436502.132929,4275,0.8125000596046448
1509436524.021262,4446,0.7750000357627869
1509436548.742019,4640,0.6875
1509436587.348691,4942,0.7375000715255737
1509436601.525872,5053,0.7750000357627869
1509436613.405667,5146,0.7750000357627869
1509436652.818515,5455,0.7875000238418579
1509436670.637755,5596,0.7124999761581421
1509436682.153287,5686,0.6875
1509436693.275509,5773,0.6875
1509436734.222013,6095,0.737500011920929
1509436748.604784,6205,0.75
1509436764.759633,6333,0.800000011920929
1509436789.480428,6527,0.7625000476837158
1509436833.578635,6875,0.7375000715255737
1509436850.921595,7009,0.7375000715255737
1509436858.158068,7068,0.7375000715255737
1509436872.801988,7183,0.7250000238418579
1509436878.378383,7225,0.7750000357627869
1509436878.86753,7229,0.75
1509436894.023884,7349,0.7250000238418579
1509436922.62016,7575,0.8125
1509436924.814623,7593,0.737500011920929
1509436941.159158,7719,0.637499988079071
1509436954.023014,7820,0.8125000596046448
1509436997.875958,8167,0.7750000357627869
1509437004.580996,8218,0.7250000238418579
1509437012.087944,8279,0.7250000238418579
1509437022.237208,8358,0.800000011920929
1509437026.174555,8390,0.75
1509437027.035451,8397,0.7749999761581421
1509437038.252263,8485,0.6500000357627869
1509437055.507908,8618,0.7500000596046448
1509437092.661219,8910,0.800000011920929
1509437124.81674,9165,0.7124999761581421
1509437133.839448,9235,0.7750000357627869
1509437152.532322,9384,0.7124999761581421
1509437153.016072,9388,0.6875
1509437170.441292,9523,0.800000011920929
1509437172.775749,9542,0.8000000715255737
1509437184.425919,9633,0.8000000715255737
1509437186.139407,9647,0.7124999761581421
1509437210.017349,9835,0.7875000238418579
1509437210.386972,9838,0.7250000238418579
1509437224.641839,9951,0.737500011920929
1509437237.187463,10050,0.7875000834465027
1509437239.882559,10072,0.7124999761581421
1509437245.31739,10113,0.8375000953674316
1509437258.171936,10214,0.7750000357627869
1509437272.444053,10327,0.762499988079071
1509437274.038589,10340,0.824999988079071
1509437278.45246,10376,0.7875000238418579
1509437278.824075,10379,0.762499988079071
1509437302.140129,10562,0.7749999761581421
1509437305.95328,10593,0.7375000715255737
1509437317.353161,10682,0.7875000238418579
1509437333.490204,10807,0.7625000476837158
1509437337.532201,10840,0.75
1509437339.147676,10853,0.7750000357627869
1509437343.681385,10890,0.7875000238418579
1509437345.315269,10900,0.737500011920929
1509437349.491105,10934,0.7125000357627869
1509437355.495512,10983,0.8750000596046448
1509437358.245168,11002,0.75
1509437360.347937,11019,0.7625000476837158
1509437366.735628,11071,0.75
1509437385.351918,11216,0.7374999523162842
1509437388.292223,11240,0.7749999761581421
1509437389.516643,11250,0.7625000476837158
1509437401.277738,11342,0.7750000357627869
1509437411.491365,11422,0.7875000238418579
1509437421.929835,11504,0.7000000476837158
1509437434.290233,11601,0.7750000357627869
1509437449.436388,11721,0.7250000238418579
1509437476.912765,11938,0.7875000238418579
1509437496.201629,12092,0.8875000476837158
1509437497.849412,12101,0.7250000238418579
1509437520.445708,12282,0.7875000238418579
1509437520.566854,12283,0.9000000357627869
1509437523.707077,12305,0.8250000476837158
1509437536.961496,12410,0.75
1509437547.883144,12499,0.8000000715255737
1509437549.879167,12512,0.800000011920929
1509437560.280054,12597,0.824999988079071
1509437562.438689,12611,0.7124999761581421
1509437572.725116,12695,0.8500000238418579
1509437583.573355,12780,0.7500000596046448
1509437591.322133,12840,0.7875000834465027
1509437599.454771,12903,0.75
1509437600.561892,12912,0.7750000953674316
1509437610.945473,12997,0.8374999761581421
1509437625.404063,13108,0.7125000357627869
1509437633.956264,13178,0.8125000596046448
1509437650.507394,13306,0.7125000357627869
1509437650.750053,13308,0.7124999761581421
1509437651.973298,13318,0.75
1509437694.994019,13659,0.7749999761581421
1509437704.604683,13734,0.7125000357627869
1509437707.43436,13757,0.8125000596046448
1509437727.245773,13912,0.7000000476837158
1509437757.403428,14151,0.75
1509437771.154836,14260,0.7875000238418579
1509437780.414515,14332,0.7749999761581421
1509437799.968326,14488,0.7250000238418579
1509437800.826885,14495,0.8125
1509437802.483669,14505,0.7000000476837158
1509437807.493996,14546,0.7750000357627869
1509437818.830909,14635,0.6875
1509437823.734003,14675,0.7625000476837158
1509437829.674706,14720,0.7749999761581421
1509437835.826877,14770,0.7500000596046448
1509437837.289533,14782,0.8125
1509437843.462475,14829,0.800000011920929
1509437856.17595,14929,0.737500011920929
1509437856.663672,14933,0.7749999761581421
1509437868.873176,15029,0.7125000357627869
1509437878.505809,15104,0.8625000715255737
1509437880.089725,15117,0.8375000357627869
1509437885.593652,15162,0.8125
1509437886.451267,15169,0.8125
1509437888.04204,15182,0.7749999761581421
1509437896.817747,15250,0.7750000357627869
1509437903.842562,15304,0.7875000238418579
1509437904.207392,15307,0.7124999761581421
1509437927.844934,15495,0.7625000476837158
1509437929.180707,15502,0.75
1509437933.223217,15535,0.7625000476837158
1509437946.024131,15636,0.7749999761581421
1509437949.092127,15661,0.7875000238418579
1509437970.662479,15830,0.7500000596046448
1509437976.906131,15881,0.7625000476837158
1509438004.231207,16097,0.6875
1509438017.829947,16201,0.7124999761581421
1509438019.800981,16217,0.737500011920929
1509438036.450512,16349,0.7250000238418579
1509438061.540338,16547,0.762499988079071
1509438073.110044,16638,0.675000011920929
1509438092.870262,16796,0.875
1509438101.13977,16860,0.699999988079071
1509438174.561706,17438,0.8375000357627869
1509438177.63312,17463,0.8250000476837158
1509438189.551429,17557,0.8125000596046448
1509438190.282116,17563,0.8125000596046448
1509438191.274812,17571,0.699999988079071
1509438201.411016,17650,0.8000000715255737
1509438206.290065,17690,0.7125000357627869
1509438217.488615,17778,0.8125
1509438247.8611,18015,0.8500000238418579
1509438255.087177,18074,0.75
1509438275.162992,18231,0.824999988079071
1509438286.217826,18317,0.8125
1509438316.573249,18558,0.8125000596046448
1509438321.088606,18595,0.8125
1509438409.558413,19293,0.8374999761581421
1509438420.422063,19378,0.7625000476837158
1509438430.274406,19455,0.737500011920929
1509438437.12516,19507,0.7625000476837158
1509438437.370877,19509,0.7125000357627869
1509438465.661883,19733,0.762499988079071
1509438471.305058,19779,0.8625000715255737
1509438477.673238,19827,0.737500011920929
1509438484.174037,19880,0.7750000357627869
1509438485.14876,19888,0.8125000596046448
1509438486.494338,19899,0.6625000238418579
1509438503.03943,20027,0.6875
1509438534.655634,20278,0.7125000357627869
1509438537.224045,20299,0.7875000238418579
1509438541.020257,20326,0.862500011920929
1509438574.445152,20592,0.6875
1509438584.701589,20672,0.7750000953674316
1509438598.955749,20785,0.8125
1509438627.603111,21008,0.7875000238418579
1509438631.879081,21043,0.7124999761581421
1509438642.135268,21123,0.762499988079071
